day_partition,region,country,locations,overall_daily_active,overall_daily_access,overall_monthly_active,overall_monthly_access,stickiness_overall,adoption_daily_overall,adoption_monthly_overall,overall_revenue,core_daily_active,core_daily_access,core_monthly_active,core_monthly_access,stickiness_core,adoption_daily_core,adoption_monthly_core,core_monthly_revenue,premium_daily_active,premium_daily_access,premium_monthly_active,premium_monthly_access,stickiness_premium,adoption_daily_premium,adoption_monthly_premium,premium_activation_revenue,premium_monthly_revenue,custom_websites_daily_active,custom_websites_daily_access,custom_websites_monthly_active,custom_websites_monthly_access,stickiness_custom_websites,adoption_daily_custom_websites,adoption_monthly_custom_websites,custom_website_monthly_revenue,promos_daily_active,promos_daily_access,promos_monthly_active,promos_monthly_access,stickiness_promos,adoption_daily_promos,adoption_monthly_promos,promos_monthly_revenue,basic_insights_daily_active,basic_insights_daily_access,basic_insights_monthly_active,basic_insights_monthly_access,stickiness_basic_insights,adoption_daily_basic_insights,adoption_monthly_basic_insights,basic_insights_monthly_revenue,adv_insights_daily_active,adv_insights_daily_access,adv_insights_monthly_active,adv_insights_monthly_access,stickiness_adv_insights,adoption_daily_adv_insights,adoption_monthly_adv_insights,adv_insights_annual_revenue,super_insights_daily_active,super_insights_daily_access,super_insights_monthly_active,super_insights_monthly_access,stickiness_super_insights,adoption_daily_super_insights,adoption_monthly_super_insights,super_insights_revenue
2022-01-01,Region 1,Country 1,3918,1489,3197,1489,3197,1.0,0.4657491398185799,0.4657491398185799,9160,1435,2366,1435,2366,1.0,0.606508875739645,0.606508875739645,0,29,40,29,40,1.0,0.725,0.725,2900,0,0,0,0,0,,,,0,0,0,0,0,,,,0,120,1123,120,1123,1.0,0.10685663401602849,0.10685663401602849,0,0,0,0,0,,,,0,313,460,313,460,1.0,0.68043478260869561,0.68043478260869561,6260
2022-01-03,Region 1,Country 1,3918,1571,3195,1759,3200,0.893121091529278,0.49170579029733957,0.5496875,8340,1523,2389,1677,2419,0.90816935002981514,0.63750523231477607,0.6932616783794957,0,28,39,39,49,0.717948717948718,0.717948717948718,0.79591836734693877,1000,0,0,0,0,0,,,,0,0,0,1,1,0.0,,1.0,0,198,1152,301,1216,0.65780730897009965,0.171875,0.24753289473684212,0,0,0,0,0,,,,0,367,512,629,763,0.58346581875993642,0.716796875,0.82437745740498036,7340
2022-01-04,Region 1,Country 1,3918,1709,3195,1876,3200,0.91098081023454158,0.53489827856025041,0.58625,9620,1598,2407,1752,2439,0.91210045662100458,0.6638969671790611,0.71832718327183276,0,31,42,41,51,0.75609756097560976,0.73809523809523814,0.803921568627451,200,0,0,0,0,0,,,,0,1,1,2,2,0.5,1.0,1.0,0,439,1252,561,1324,0.78253119429590012,0.35063897763578272,0.42371601208459214,0,0,0,0,0,,,,0,471,607,780,905,0.60384615384615381,0.77594728171334426,0.861878453038674,9420
2022-01-05,Region 1,Country 1,3948,1720,3213,1922,3219,0.894901144640999,0.53532524120759417,0.5970798384591488,9600,1641,2427,1789,2456,0.917272219116825,0.67614338689740416,0.72842019543973946,0,35,46,42,52,0.83333333333333337,0.76086956521739135,0.80769230769230771,100,0,0,0,0,0,,,,0,1,1,2,2,0.5,1.0,1.0,0,311,1213,599,1340,0.51919866444073459,0.25638911788953012,0.44701492537313431,0,0,0,0,0,,,,0,475,619,856,982,0.55490654205607481,0.76736672051696286,0.8716904276985743,9500
2022-01-06,Region 1,Country 1,3948,1776,3215,1968,3221,0.90243902439024393,0.55241057542768268,0.610990375659733,7460,1688,2434,1825,2464,0.924931506849315,0.69350862777321287,0.74066558441558439,0,37,45,45,53,0.82222222222222219,0.82222222222222219,0.84905660377358494,300,0,0,0,0,0,,,,0,2,2,2,2,1.0,1.0,1.0,0,316,1202,618,1352,0.511326860841424,0.26289517470881862,0.45710059171597633,0,0,0,0,0,,,,0,358,494,884,1001,0.40497737556561086,0.7246963562753036,0.88311688311688308,7160
2022-01-07,Region 1,Country 1,3948,1725,3215,1978,3221,0.872093023255814,0.536547433903577,0.61409500155231289,7320,1679,2431,1838,2467,0.91349292709466812,0.690662278897573,0.74503445480340491,0,39,46,47,54,0.82978723404255317,0.84782608695652173,0.87037037037037035,200,0,0,0,0,0,,,,0,2,2,2,2,1.0,1.0,1.0,0,121,1123,625,1355,0.1936,0.10774710596616206,0.46125461254612549,0,0,0,0,0,,,,0,356,502,922,1038,0.38611713665943603,0.70916334661354585,0.88824662813102118,7120
2022-01-08,Region 1,Country 1,3948,1689,3215,1981,3221,0.85259969712266537,0.52534992223950239,0.61502638932008691,7000,1627,2421,1842,2468,0.88327904451682948,0.67203634861627426,0.74635332252836306,0,37,46,47,54,0.78723404255319152,0.80434782608695654,0.87037037037037035,0,0,0,0,0,0,,,,0,1,1,2,2,0.5,1.0,1.0,0,183,1153,627,1356,0.291866028708134,0.15871639202081528,0.46238938053097345,0,0,0,0,0,,,,0,350,491,935,1050,0.37433155080213903,0.71283095723014256,0.89047619047619042,7000
2022-01-09,Region 1,Country 1,3948,1715,3215,2026,3221,0.84649555774925966,0.53343701399688959,0.62899720583669672,7100,1660,2423,1878,2476,0.88391906283280086,0.68510111432108955,0.75848142164781907,0,31,42,47,54,0.65957446808510634,0.73809523809523814,0.87037037037037035,0,0,0,0,0,0,,,,0,1,1,2,2,0.5,1.0,1.0,0,215,1166,670,1377,0.32089552238805968,0.18439108061749571,0.48656499636891792,0,0,0,0,0,,,,0,355,504,985,1100,0.3604060913705584,0.70436507936507942,0.8954545454545455,7100
2022-01-10,Region 1,Country 1,3953,1713,3228,2060,3235,0.83155339805825246,0.5306691449814126,0.63678516228748072,8100,1638,2433,1899,2492,0.86255924170616116,0.67324290998766956,0.7620385232744783,0,26,36,48,55,0.54166666666666663,0.72222222222222221,0.87272727272727268,100,0,0,0,0,0,,,,0,0,0,2,2,0.0,,1.0,0,328,1215,730,1411,0.44931506849315067,0.26995884773662554,0.517363571934798,0,0,0,0,0,,,,0,400,546,1038,1153,0.38535645472061658,0.73260073260073255,0.90026019080659148,8000
2022-01-11,Region 1,Country 1,3953,1785,3228,2080,3235,0.85817307692307687,0.55297397769516732,0.642967542503864,8060,1724,2450,1916,2499,0.89979123173277664,0.7036734693877551,0.76670668267306918,0,29,39,48,55,0.60416666666666663,0.74358974358974361,0.87272727272727268,0,0,0,0,0,0,,,,0,0,0,2,2,0.0,,1.0,0,281,1202,753,1429,0.37317397078353254,0.23377703826955074,0.52694191742477259,0,0,0,0,0,,,,0,403,544,1058,1174,0.38090737240075612,0.7408088235294118,0.90119250425894382,8060
2022-01-12,Region 1,Country 1,3953,1845,3228,2096,3235,0.8802480916030534,0.57156133828996281,0.64791344667697059,8360,1765,2458,1934,2503,0.91261633919338159,0.71806346623270956,0.77267279264882138,0,33,42,48,55,0.6875,0.7857142857142857,0.87272727272727268,0,0,0,0,0,0,,,,0,0,0,2,2,0.0,,1.0,0,274,1198,764,1439,0.3586387434554974,0.22871452420701169,0.53092425295343992,0,0,0,0,0,,,,0,418,561,1069,1184,0.39101964452759591,0.74509803921568629,0.9028716216216216,8360
2022-01-13,Region 1,Country 1,3955,1858,3228,2111,3237,0.88015158692562767,0.57558859975216847,0.65214704973741122,7580,1784,2458,1949,2506,0.91534120061570035,0.725793327908869,0.777733439744613,0,34,44,51,58,0.66666666666666663,0.77272727272727271,0.87931034482758619,300,0,0,0,0,0,,,,0,1,1,2,2,0.5,1.0,1.0,0,309,1212,771,1442,0.40077821011673154,0.25495049504950495,0.53467406380027738,0,0,0,0,0,,,,0,364,512,1089,1204,0.33425160697887968,0.7109375,0.904485049833887,7280
2022-01-14,Region 1,Country 1,3955,1805,3224,2118,3237,0.852219074598678,0.559863523573201,0.65430954587581092,7360,1768,2453,1955,2508,0.90434782608695652,0.72075010191602118,0.779505582137161,0,37,46,51,58,0.72549019607843135,0.80434782608695654,0.87931034482758619,0,0,0,0,0,0,,,,0,2,2,3,3,0.66666666666666663,1.0,1.0,0,155,1133,773,1444,0.20051746442432083,0.13680494263018536,0.53531855955678675,0,0,0,0,0,,,,0,368,513,1099,1213,0.33484986351228391,0.71734892787524362,0.90601813685078314,7360
2022-01-15,Region 1,Country 1,3955,1783,3224,2121,3237,0.84064120697784062,0.55303970223325061,0.65523632993512515,7380,1743,2451,1958,2508,0.890194075587334,0.71113831089351287,0.7807017543859649,0,35,44,51,58,0.68627450980392157,0.79545454545454541,0.87931034482758619,0,0,0,0,0,0,,,,0,1,1,3,3,0.33333333333333331,1.0,1.0,0,111,1120,773,1444,0.14359637774902975,0.099107142857142852,0.53531855955678675,0,0,0,0,0,,,,0,369,515,1107,1221,0.33333333333333331,0.71650485436893208,0.90663390663390664,7380
2022-01-16,Region 1,Country 1,3955,1830,3224,2142,3237,0.85434173669467783,0.56761786600496278,0.66172381835032434,8280,1743,2453,1962,2509,0.8883792048929664,0.71055849979616792,0.78198485452371458,0,32,41,51,58,0.62745098039215685,0.78048780487804881,0.87931034482758619,0,0,0,0,0,0,,,,0,1,1,3,3,0.33333333333333331,1.0,1.0,0,378,1248,796,1465,0.47487437185929648,0.30288461538461536,0.543344709897611,0,0,0,0,0,,,,0,414,557,1131,1244,0.3660477453580902,0.74326750448833034,0.90916398713826363,8280
2022-01-17,Region 1,Country 1,3980,1768,3233,2158,3256,0.81927710843373491,0.54686050108258588,0.66277641277641275,7860,1677,2443,1979,2525,0.84739767559373425,0.686451084731887,0.78376237623762379,0,27,37,51,58,0.52941176470588236,0.72972972972972971,0.87931034482758619,0,0,0,0,0,0,,,,0,1,1,3,3,0.33333333333333331,1.0,1.0,0,292,1206,809,1480,0.36093943139678614,0.24212271973466004,0.54662162162162165,0,0,0,0,0,,,,0,393,532,1158,1272,0.3393782383419689,0.73872180451127822,0.910377358490566,7860
2022-01-18,Region 1,Country 1,3980,1840,3227,2166,3256,0.8494921514312096,0.57018903005887822,0.66523341523341528,7920,1782,2451,1990,2527,0.89547738693467338,0.72705018359853124,0.78749505342303128,0,30,40,51,58,0.58823529411764708,0.75,0.87931034482758619,0,0,0,0,0,0,,,,0,0,0,3,3,0.0,,1.0,0,290,1218,836,1506,0.34688995215311,0.23809523809523808,0.55511288180610885,0,0,0,0,0,,,,0,396,539,1172,1285,0.33788395904436858,0.73469387755102045,0.9120622568093385,7920
2022-01-19,Region 1,Country 1,3980,1864,3227,2177,3256,0.85622416169039961,0.5776262782770375,0.66861179361179357,9040,1801,2462,2000,2528,0.9005,0.731519090170593,0.79113924050632911,0,34,44,51,58,0.66666666666666663,0.77272727272727271,0.87931034482758619,0,0,0,0,0,0,,,,0,1,1,3,3,0.33333333333333331,1.0,1.0,0,308,1200,854,1519,0.36065573770491804,0.25666666666666665,0.56221198156682028,0,0,0,0,0,,,,0,452,590,1186,1299,0.38111298482293421,0.76610169491525426,0.91301000769822938,9040
2022-01-20,Region 1,Country 1,3980,1900,3226,2183,3256,0.87036188731103981,0.58896466212027276,0.67045454545454541,9340,1832,2463,2006,2530,0.9132602193419741,0.74380836378400328,0.79288537549407112,0,36,46,52,59,0.69230769230769229,0.782608695652174,0.88135593220338981,100,0,0,0,0,0,,,,0,1,1,3,3,0.33333333333333331,1.0,1.0,0,350,1220,858,1522,0.40792540792540793,0.28688524590163933,0.56373193166885682,0,0,0,0,0,,,,0,462,605,1196,1309,0.38628762541806022,0.76363636363636367,0.91367456073338427,9240
2022-01-21,Region 1,Country 1,3980,1850,3226,2184,3256,0.84706959706959706,0.57346559206447612,0.67076167076167081,7360,1816,2460,2008,2530,0.90438247011952189,0.73821138211382109,0.79367588932806321,0,35,44,53,59,0.660377358490566,0.79545454545454541,0.89830508474576276,100,0,0,0,0,0,,,,0,2,2,3,3,0.66666666666666663,1.0,1.0,0,109,1112,860,1522,0.12674418604651164,0.098021582733812951,0.56504599211563733,0,0,0,0,0,,,,0,363,509,1199,1312,0.30275229357798167,0.71316306483300584,0.91387195121951215,7260
2022-01-22,Region 1,Country 1,3980,1811,3226,2186,3256,0.82845379688929555,0.56137631742095473,0.67137592137592139,7180,1767,2453,2010,2531,0.87910447761194033,0.72034243783122709,0.79415250888976685,0,33,43,53,59,0.62264150943396224,0.76744186046511631,0.89830508474576276,0,0,0,0,0,0,,,,0,0,0,3,3,0.0,,1.0,0,114,1115,860,1522,0.13255813953488371,0.10224215246636771,0.56504599211563733,0,0,0,0,0,,,,0,359,503,1201,1314,0.29891756869275604,0.71371769383697814,0.91400304414003042,7180
2022-01-23,Region 1,Country 1,3980,1847,3226,2199,3256,0.83992723965438831,0.57253564786112832,0.67536855036855037,7900,1782,2453,2016,2534,0.8839285714285714,0.726457399103139,0.79558011049723754,0,31,42,53,59,0.58490566037735847,0.73809523809523814,0.89830508474576276,0,0,0,0,0,0,,,,0,0,0,3,3,0.0,,1.0,0,288,1188,873,1535,0.32989690721649484,0.24242424242424243,0.56872964169381113,0,0,0,0,0,,,,0,395,540,1213,1324,0.325638911788953,0.73148148148148151,0.91616314199395765,7900
2022-01-24,Region 1,Country 1,4020,1748,3245,2211,3295,0.79059249208502935,0.53867488443759626,0.67101669195751135,7100,1713,2460,2027,2556,0.84509126788357181,0.6963414634146341,0.793035993740219,0,27,37,53,59,0.50943396226415094,0.72972972972972971,0.89830508474576276,0,0,0,0,0,0,,,,0,0,0,3,3,0.0,,1.0,0,192,1163,890,1561,0.21573033707865169,0.1650902837489252,0.57014734144778989,0,0,0,0,0,,,,0,355,502,1220,1332,0.29098360655737704,0.70717131474103589,0.91591591591591592,7100
